time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-04-25T21:07:20.000Z,27.7657,85.8114,23.88,4.6,mb,,86,0.906,0.69,us,us20002993,2015-07-03T00:23:41.040Z,"24km SSW of Kodari, Nepal",earthquake,4.9,4.4,0.051,117,reviewed,us,us
2015-04-25T23:16:15.450Z,27.7993,84.8715,13.61,5.1,mww,,26,1.724,0.67,us,us2000299v,2015-07-03T00:23:41.040Z,"41km WNW of Kirtipur, Nepal",earthquake,7,3.1,,,reviewed,us,us
2015-04-25T23:41:53.750Z,27.6678,86.0726,15.68,4.5,mb,,86,0.715,0.71,us,us2000299x,2015-07-03T00:23:41.040Z,"33km SSE of Kodari, Nepal",earthquake,5.5,2.9,0.057,91,reviewed,us,us
2015-04-26T02:48:39.070Z,28.2272,84.5858,10,4.5,mb,,62,1.984,0.87,us,us200029b1,2015-07-03T00:23:41.040Z,"21km E of Lamjung, Nepal",earthquake,8.7,1.9,0.065,70,reviewed,us,us
2015-04-26T04:58:40.040Z,27.9966,84.7082,10,4.5,mb,,125,1.86,1.05,us,us200029bl,2015-07-03T00:23:41.040Z,"41km SE of Lamjung, Nepal",earthquake,9.5,1.9,0.086,42,reviewed,us,us
2015-04-26T07:09:10.670Z,27.7711,86.0173,22.91,6.7,mww,,13,0.727,0.86,us,us200029bt,2020-07-10T16:06:53.500Z,"21km SSE of Kodari, Nepal",earthquake,6.6,2.9,,,reviewed,us,us
2015-04-26T07:26:04.190Z,27.7004,85.9136,10,4.9,mb,,40,0.835,0.57,us,us200029bx,2015-07-03T00:23:41.040Z,"28km S of Kodari, Nepal",earthquake,5.1,1.8,0.055,102,reviewed,us,us
2015-04-26T07:36:26.570Z,27.7555,85.9822,10,4.7,mb,,141,0.761,0.72,us,us200029by,2015-07-03T00:23:41.040Z,"22km S of Kodari, Nepal",earthquake,6.5,1.9,0.079,49,reviewed,us,us
2015-04-26T08:40:55.820Z,27.7307,85.854,10,4.6,mb,,85,0.877,0.91,us,us200029c4,2015-07-03T00:23:42.040Z,"26km SSW of Kodari, Nepal",earthquake,6.2,1.8,0.062,77,reviewed,us,us
2015-04-26T13:11:15.170Z,27.8112,85.4088,10,4.5,mb,,79,5.362,0.6,us,us200029dc,2015-07-03T00:23:42.040Z,"14km NE of Kathmandu, Nepal",earthquake,8.9,1.9,0.069,61,reviewed,us,us
2015-04-26T14:44:50.510Z,27.686,85.9657,10,4.5,mb,,149,0.797,0.71,us,us200029dv,2015-07-03T00:23:42.040Z,"29km S of Kodari, Nepal",earthquake,4.9,1.9,0.081,45,reviewed,us,us
2015-04-26T16:26:06.730Z,27.8297,85.865,14,5,mwb,,22,0.847,0.73,us,us200029ea,2015-07-03T00:23:42.040Z,"15km SSW of Kodari, Nepal",earthquake,5.6,1.7,0.044,50,reviewed,us,us
2015-04-26T22:32:34.720Z,27.5298,85.6751,10,4.6,mb,,69,1.094,0.53,us,us200029gc,2015-07-03T00:23:43.040Z,"17km ESE of Panaoti, Nepal",earthquake,4.7,1.7,0.07,61,reviewed,us,us
2015-04-27T12:35:53.930Z,26.8644,88.055,31.71,5.1,mb,,29,2.58,0.73,us,us200029k7,2015-07-03T00:23:44.040Z,"13km ESE of Ilam, Nepal",earthquake,6.6,3.3,0.041,201,reviewed,us,us
2015-04-27T18:59:57.010Z,28.0066,84.682,21.35,4.8,mb,,61,1.884,0.74,us,us200029ma,2015-07-03T00:23:44.040Z,"38km SE of Lamjung, Nepal",earthquake,3.9,4.5,0.055,102,reviewed,us,us
2015-04-29T11:27:45.310Z,27.864,85.4086,10,4.6,mb,,94,5.342,0.59,us,us20002a59,2015-07-03T00:23:47.040Z,"19km NNE of Kathmandu, Nepal",earthquake,8.6,1.8,0.06,83,reviewed,us,us
2015-04-29T22:10:52.110Z,28.33,87.2319,10,4.5,mb,,55,3.675,0.85,us,us20002abh,2015-07-03T00:23:48.040Z,"36km SSE of Xegar, China",earthquake,6.7,1.9,0.062,75,reviewed,us,us
2015-05-02T05:35:46.930Z,28.3143,84.6576,10,4.9,mb,,91,1.935,0.86,us,us20002atq,2015-07-09T22:00:06.040Z,"29km E of Khudi, Nepal",earthquake,7.9,1.8,0.058,93,reviewed,us,us
2015-05-04T01:15:07.070Z,27.6326,85.9746,10,4.5,mb,,54,0.809,0.89,us,us20002b2y,2015-07-09T22:00:09.040Z,"35km S of Kodari, Nepal",earthquake,6,1.8,0.066,66,reviewed,us,us
2015-05-08T00:32:33.960Z,27.6418,85.979,11.56,4.9,mb,,77,0.802,0.66,us,us20002dn5,2015-07-17T07:05:57.040Z,"34km S of Kodari, Nepal",earthquake,5.7,4.2,0.044,164,reviewed,us,us
2015-05-12T07:05:19.730Z,27.8087,86.0655,15,7.3,mww,,11,0.677,0.92,us,us20002ejl,2020-07-07T22:47:55.191Z,"19km SE of Kodari, Nepal",earthquake,7.4,1.7,,,reviewed,us,us
2015-05-12T07:17:20.640Z,27.7141,86.2177,13.01,5.5,mb,,66,0.579,0.89,us,us20002ek0,2020-07-10T16:10:24.635Z,"32km SSW of Camgyai, China",earthquake,6.8,4.7,0.043,183,reviewed,us,us
2015-05-12T07:20:47.170Z,27.3073,86.2369,10,4.9,mb,,100,0.825,0.65,us,us10002bfy,2015-07-17T07:06:10.040Z,"14km E of Ramechhap, Nepal",earthquake,7.2,1.9,0.09,43,reviewed,us,us
2015-05-12T07:22:15.290Z,27.5796,86.2338,10,4.8,mb,,48,0.636,0.62,us,us10002bg0,2015-07-17T07:06:10.040Z,"31km NNE of Ramechhap, Nepal",earthquake,6.9,1.9,0.089,39,reviewed,us,us
2015-05-12T07:23:32.670Z,27.5589,86.2566,10,5,mb,,243,0.632,0.36,us,us10002bgy,2015-07-17T07:06:10.040Z,"30km NNE of Ramechhap, Nepal",earthquake,6.7,2,0.096,35,reviewed,us,us
2015-05-12T07:34:22.630Z,27.7458,86.2449,10,5.4,mb,,45,0.544,0.78,us,us20002ek3,2015-07-17T07:06:10.040Z,"28km S of Camgyai, China",earthquake,6.3,1.8,0.042,196,reviewed,us,us
2015-05-12T07:36:54.490Z,27.625,86.1617,15,6.3,mww,,10,0.664,0.93,us,us20002ek5,2020-07-10T16:10:36.099Z,"33km NNE of Ramechhap, Nepal",earthquake,7.5,1.7,,,reviewed,us,us
2015-05-12T07:43:17.310Z,27.6521,86.2387,11.77,4.9,mb,,70,0.592,0.49,us,us100029fi,2015-07-17T07:06:11.040Z,"39km NNE of Ramechhap, Nepal",earthquake,5.7,4.5,0.064,77,reviewed,us,us
2015-05-12T07:47:46.350Z,27.5579,86.039,10,4.9,mb,,80,0.792,0.73,us,us10002bg4,2015-07-17T07:06:11.040Z,"26km N of Ramechhap, Nepal",earthquake,5.1,1.8,0.054,106,reviewed,us,us
2015-05-12T07:48:51.490Z,27.7224,86.2576,10,4.9,mb,,78,0.544,0.7,us,us10002bh3,2015-07-17T07:06:11.040Z,"31km S of Zuobude, China",earthquake,6.9,1.9,0.055,103,reviewed,us,us
2015-05-12T07:57:17.360Z,27.7351,86.5554,10,4.5,mb,,156,0.317,0.88,us,us10002bf9,2015-07-17T07:06:11.040Z,"17km WSW of Namche Bazar, Nepal",earthquake,6.2,1.9,0.102,31,reviewed,us,us
2015-05-12T08:06:05.530Z,27.7221,86.0161,15,5,mb,,42,0.742,0.78,us,us20002ekk,2015-07-17T07:06:11.040Z,"26km SSE of Kodari, Nepal",earthquake,5.7,1.8,0.044,168,reviewed,us,us
2015-05-12T08:13:54.600Z,27.7629,85.7574,15,5.1,mb,,49,0.953,0.64,us,us20002ekq,2015-07-17T07:06:11.040Z,"23km ENE of Nagarkot, Nepal",earthquake,8.3,1.8,0.046,152,reviewed,us,us
2015-05-12T08:21:10.760Z,27.7298,86.1316,15,5.2,mb,,42,0.643,0.7,us,us20002ekr,2015-07-17T07:06:11.040Z,"30km SE of Kodari, Nepal",earthquake,6.7,1.8,0.043,175,reviewed,us,us
2015-05-12T08:24:24.340Z,27.7486,86.0692,10,4.8,mb,,80,0.689,0.37,us,us100029fv,2015-07-17T07:06:11.040Z,"25km SSE of Kodari, Nepal",earthquake,3.2,1.9,0.058,93,reviewed,us,us
2015-05-12T08:59:39.740Z,27.7729,86.195,10,4.5,mb,,149,0.576,1.06,us,us20002emb,2015-07-17T07:06:11.040Z,"27km SSW of Zuobude, China",earthquake,4.2,1.9,0.081,51,reviewed,us,us
2015-05-12T09:02:09.780Z,27.7318,86.0672,10,4.6,mb,,79,0.696,0.78,us,us10002bfi,2015-07-17T07:06:11.040Z,"27km SSE of Kodari, Nepal",earthquake,6.9,1.8,0.083,43,reviewed,us,us
2015-05-12T09:38:19.460Z,27.6658,86.2505,10,4.5,mb,,194,0.576,0.3,us,us10002bfm,2015-07-17T07:06:11.040Z,"37km S of Zuobude, China",earthquake,7.5,2,0.242,5,reviewed,us,us
2015-05-12T10:35:39.950Z,27.6606,86.0849,10,4.5,mb,,38,0.708,1.11,us,us20002ems,2015-07-17T07:06:12.040Z,"35km SSE of Kodari, Nepal",earthquake,6.4,1.8,0.075,53,reviewed,us,us
2015-05-12T10:40:07.870Z,27.7987,86.4044,10,4.6,mb,,145,0.394,0.46,us,us10002bh9,2015-07-17T07:06:12.040Z,"24km SSE of Zuobude, China",earthquake,6.9,1.9,0.223,6,reviewed,us,us
2015-05-12T10:41:32.260Z,27.716,86.2746,10,4.5,mb,,153,0.533,1.07,us,us10002bg8,2015-07-17T07:06:12.040Z,"31km S of Zuobude, China",earthquake,6.4,1.9,0.094,33,reviewed,us,us
2015-05-12T12:28:22.930Z,27.6751,85.9931,10,4.5,mb,,101,0.778,1.21,us,us20002ena,2015-07-17T07:06:12.040Z,"31km S of Kodari, Nepal",earthquake,4.6,1.9,0.091,35,reviewed,us,us
2015-05-12T13:58:57.540Z,27.6013,86.2659,10,4.5,mb,,142,0.6,0.37,us,us10002bgb,2015-07-17T07:06:12.040Z,"35km NNE of Ramechhap, Nepal",earthquake,4.9,1.9,0.18,9,reviewed,us,us
2015-05-12T17:28:39.250Z,27.4989,86.1266,10,4.8,mb,,44,0.76,0.75,us,us20002eqs,2015-07-17T07:06:12.040Z,"19km NNE of Ramechhap, Nepal",earthquake,7.4,1.8,0.048,135,reviewed,us,us
2015-05-12T19:37:40.910Z,27.6868,86.1308,8.52,4.5,mb,,101,0.661,1.01,us,us20002ert,2015-07-17T07:06:13.040Z,"34km SSE of Kodari, Nepal",earthquake,5,4.1,0.066,67,reviewed,us,us
2015-05-12T21:25:11.930Z,27.783,84.6384,10,5.2,mb,,38,1.932,0.62,us,us20002etn,2015-07-17T07:06:14.040Z,"23km ENE of Bharatpur, Nepal",earthquake,6,1.8,0.051,125,reviewed,us,us
2015-05-13T06:26:07.550Z,27.6539,86.1557,10,4.7,mb,,118,0.655,0.69,us,us20002evz,2015-07-17T07:06:14.040Z,"36km N of Ramechhap, Nepal",earthquake,6.7,1.9,0.061,89,reviewed,us,us
2015-05-13T06:37:30.290Z,27.7582,86.1379,10,4.5,mb,,146,0.629,0.93,us,us20002ew1,2015-07-17T07:06:14.040Z,"28km SE of Kodari, Nepal",earthquake,7.5,1.9,0.08,46,reviewed,us,us
2015-05-13T06:53:00.780Z,27.7201,86.1891,10,4.8,mb,,88,0.6,0.73,us,us20002ew5,2015-07-17T07:06:14.040Z,"32km SSW of Camgyai, China",earthquake,8.7,1.9,0.059,87,reviewed,us,us
2015-05-13T21:38:06.390Z,27.7199,86.0503,8.38,5,mb,,40,0.715,0.65,us,us100028tz,2015-07-17T07:06:15.040Z,"27km SSE of Kodari, Nepal",earthquake,6.5,4.3,0.046,150,reviewed,us,us
2015-05-15T01:42:42.800Z,27.9719,84.7499,10,4.9,mb,,40,1.823,0.91,us,us1000295r,2015-07-23T01:03:59.040Z,"44km NE of Bharatpur, Nepal",earthquake,8.1,1.8,0.047,145,reviewed,us,us
2015-05-16T03:39:26.920Z,27.6386,85.713,10,4.7,mb,,40,5.182,0.55,us,us100029pb,2015-07-23T01:04:02.040Z,"18km E of Banepa, Nepal",earthquake,7.9,1.8,0.051,119,reviewed,us,us
2015-05-16T11:34:09.980Z,27.5603,86.0734,7,5.5,mww,,13,4.928,0.72,us,us100029rn,2020-07-10T14:39:34.778Z,"26km N of Ramechhap, Nepal",earthquake,7.5,1.7,,,reviewed,us,us
2015-05-20T09:02:32.260Z,27.3231,85.0483,10,4.6,mb,,145,5.85,0.81,us,us10002ar2,2015-07-23T01:04:13.040Z,"11km S of Hitura, Nepal",earthquake,6.8,1.7,0.077,52,reviewed,us,us
2015-05-22T10:59:33.780Z,27.9555,84.9671,10,4.7,mb,,41,0.392,0.88,us,us10002bcr,2015-07-29T01:35:33.040Z,"43km NW of Kirtipur, Nepal",earthquake,5.5,1.7,0.056,97,reviewed,us,us
2015-05-26T17:07:14.360Z,28.2338,85.1005,10,4.6,mb,,71,0.553,1.05,us,us10002c8p,2015-07-29T01:35:46.040Z,"62km NNW of Kathmandu, Nepal",earthquake,6.6,1.9,0.06,83,reviewed,us,us
2015-05-29T10:00:00.270Z,27.9798,84.7819,10,4.8,mb,,41,0.542,0.91,us,us20002kau,2015-08-08T00:49:02.040Z,"47km NE of Bharatpur, Nepal",earthquake,6.7,1.6,0.052,112,reviewed,us,us
2015-06-11T16:12:20.290Z,27.8321,85.5836,24.49,4.8,mb,,76,0.265,0.61,us,us20002p1y,2015-08-20T00:43:54.040Z,"14km NNE of Nagarkot, Nepal",earthquake,8,1.4,0.052,114,reviewed,us,us
2015-06-13T01:18:30.200Z,27.6326,86.0709,10,4.8,mb,,40,0.674,0.68,us,us20002pk4,2015-08-20T00:43:55.040Z,"34km N of Ramechhap, Nepal",earthquake,6.6,1.9,0.057,94,reviewed,us,us
2015-06-20T12:23:05.580Z,28.5523,82.6319,10,4.7,mb,,92,2.513,0.61,us,us10002khh,2015-09-01T00:53:51.040Z,"49km ENE of Salyan, Nepal",earthquake,8.2,1.8,0.056,97,reviewed,us,us
2015-06-28T23:57:15.530Z,28.0316,86.056,10,4.7,mb,,94,0.728,1.26,us,us10002m90,2015-09-02T22:37:23.040Z,"8km NE of Zham, China",earthquake,6.8,1.9,0.062,78,reviewed,us,us
2015-07-03T20:04:07.080Z,27.7236,84.9064,3.36,4.5,mb,,93,0.362,0.86,us,us10002nbj,2015-09-30T00:20:54.040Z,"34km NNW of Hitura, Nepal",earthquake,7.2,4.2,0.065,69,reviewed,us,us
2015-08-14T13:02:26.290Z,27.5691,86.086,10,4.6,mb,,144,0.698,1.04,us,us100036bf,2015-11-17T00:13:27.040Z,"26km N of Ramechhap, Nepal",earthquake,5.3,2,0.182,9,reviewed,us,us
2015-08-15T18:11:39.530Z,27.7023,85.9473,10,4.7,mb,,75,0.56,0.86,us,us100032lr,2015-11-17T00:13:30.040Z,"27km S of Kodari, Nepal",earthquake,5.1,1.7,0.052,111,reviewed,us,us
2015-08-23T09:02:05.080Z,27.8355,86.0795,10,5,mb,,51,0.659,0.63,us,us100034be,2015-11-24T02:09:30.040Z,"18km SE of Kodari, Nepal",earthquake,7.6,1.7,0.044,166,reviewed,us,us
2015-08-30T13:17:34.680Z,27.6519,85.6673,10,4.5,mb,,83,0.317,0.67,us,us1000365l,2015-12-01T00:36:04.040Z,"14km E of Banepa, Nepal",earthquake,4.6,1.8,0.06,81,reviewed,us,us
2015-09-29T09:27:17.090Z,29.996,80.3737,35,4.6,mb,,126,4.895,1.05,us,us10003iqz,2015-12-28T23:08:49.040Z,"22km NW of Darchula, Nepal",earthquake,8.8,1.5,0.083,43,reviewed,us,us
2015-10-05T07:33:21.920Z,27.6395,86.0343,10,4.5,mb,,138,0.641,0.92,us,us10003kcl,2016-01-04T22:29:12.040Z,"35km SSE of Kodari, Nepal",earthquake,6.4,1.8,0.07,60,reviewed,us,us
2015-10-09T20:29:56.020Z,28.8544,86.469,10,4.9,mb,,60,0.942,0.96,us,us10003mkt,2016-01-11T21:07:17.040Z,"64km WNW of Xegar, China",earthquake,4.8,1.8,0.046,149,reviewed,us,us
2015-10-12T15:39:07.360Z,28.9796,86.3729,10,4.5,mb,,57,1.088,0.79,us,us10003n1q,2016-01-11T21:07:22.040Z,"79km WNW of Xegar, China",earthquake,2.4,1.8,0.066,67,reviewed,us,us
2015-11-19T04:15:52.600Z,27.8525,85.6776,16.51,5,mb,,49,0.349,0.79,us,us10003zfw,2016-02-18T04:48:42.040Z,"21km NE of Nagarkot, Nepal",earthquake,6.5,3.9,0.053,115,reviewed,us,us
2015-11-24T12:24:15.590Z,28.1552,84.7587,8.19,4.6,mb,,60,0.661,0.96,us,us100040q1,2016-02-18T04:48:52.040Z,"39km E of Lamjung, Nepal",earthquake,6.2,4.5,0.079,48,reviewed,us,us
2015-12-18T22:16:56.550Z,29.3985,81.6541,10,5.4,mb,,34,3.632,0.8,us,us1000488j,2016-11-10T22:05:02.645Z,"51km NE of Achham, Nepal",earthquake,7.5,1.8,0.035,274,reviewed,us,us
2016-01-21T19:22:43.590Z,28.0269,85.0515,19.01,4.5,mb,,96,0.391,0.81,us,us10004g5f,2016-04-06T17:30:30.040Z,"44km NW of Kathmandu, Nepal",earthquake,7.4,4.4,0.068,64,reviewed,us,us
2016-02-05T16:20:11.740Z,27.8782,85.3377,23.53,5.2,mb,,44,0.166,0.82,us,us20004y4t,2020-07-10T16:22:31.100Z,"19km N of Kathmandu, Nepal",earthquake,9.2,4.4,0.052,120,reviewed,us,us
2016-02-21T18:10:00.970Z,27.9633,84.6943,16.72,5.1,mb,,39,0.604,0.87,us,us10004rjm,2016-05-03T23:44:15.040Z,"40km NE of Bharatpur, Nepal",earthquake,7,4.5,0.059,94,reviewed,us,us
2016-02-24T09:22:16.670Z,27.8322,85.7365,10,4.7,mb,,49,0.391,0.71,us,us10004sb7,2016-05-03T23:44:20.040Z,"24km ENE of Nagarkot, Nepal",earthquake,6.5,1.9,0.073,57,reviewed,us,us
2016-05-11T01:19:42.320Z,27.9448,84.9277,10.23,4.5,mb,,104,0.414,1.04,us,us10005ihi,2016-07-20T18:10:52.040Z,"45km NW of Kirtipur, Nepal",earthquake,5.9,5.3,0.076,50,reviewed,us,us
2016-05-11T08:52:47.570Z,28.0545,84.5639,15.99,4.5,mb,,73,5.984,0.63,us,us10005ggl,2016-07-20T18:10:53.040Z,"26km SE of Lamjung, Nepal",earthquake,8.7,4.2,0.087,38,reviewed,us,us
2016-05-22T01:32:31.690Z,28.4767,87.5067,6.99,4.5,mb,,89,2.08,0.73,us,us10005j69,2016-08-03T22:33:41.040Z,"29km WNW of Gyangkar, China",earthquake,6.9,4,0.067,66,reviewed,us,us
2016-05-22T01:48:48.130Z,28.4538,87.5326,9.36,5.4,mwc,,36,2.093,0.9,us,us10005j6b,2016-11-10T22:15:52.322Z,"26km WNW of Gyangkar, China",earthquake,6.5,3.5,,,reviewed,us,gcmt
2016-05-22T02:05:54.680Z,28.5654,87.4796,4.44,5.1,mb,,39,2.091,0.71,us,us10005j6d,2016-08-03T22:33:41.040Z,"36km WNW of Gyangkar, China",earthquake,5.5,2.9,0.039,213,reviewed,us,us
2016-05-28T09:39:10.850Z,28.0097,85.4237,10,4.6,mb,,67,0.311,0.86,us,us20005ysr,2016-11-28T03:15:00.070Z,"34km NNW of Nagarkot, Nepal",earthquake,5.7,1.7,0.053,107,reviewed,us,us
2016-06-27T14:53:00.680Z,28.7638,87.4704,10,4.7,mb,,82,2.17,0.58,us,us10005z6t,2016-08-31T03:08:19.040Z,"40km ENE of Xegar, China",earthquake,7.7,1.8,0.082,45,reviewed,us,us
2016-06-29T09:10:28.860Z,29.5553,81.1306,9.03,4.6,mb,,77,4.111,0.46,us,us200067x7,2016-08-31T03:08:22.040Z,"37km NNE of Dipayal, Nepal",earthquake,7.2,2.7,0.077,50,reviewed,us,us
2016-09-10T00:46:18.380Z,30.2163,82.6753,35,4.9,mb,,92,3.402,0.89,us,us10006nhy,2016-12-07T02:56:08.040Z,"114km NNE of Jumla, Nepal",earthquake,7.2,1.9,0.048,138,reviewed,us,us
2016-11-27T23:35:21.020Z,27.8015,86.5319,10,5.4,mb,,30,1.081,0.67,us,us10007cuh,2019-07-12T20:07:35.290Z,"17km W of Namche Bazar, Nepal",earthquake,5.3,1.7,0.033,314,reviewed,us,us
2016-12-01T16:52:50.110Z,29.979,80.6321,31.96,5.2,mb,,41,4.687,0.76,us,us10007e1x,2017-02-23T00:11:55.040Z,"17km NNE of Dharchula, India",earthquake,7,4.4,0.047,152,reviewed,us,us
2017-02-26T18:48:45.660Z,30.2107,83.5019,10,4.7,mb,,95,6.635,1.22,us,us20008mji,2017-05-24T02:48:09.040Z,"89km NW of Zhadong, China",earthquake,6.3,1.9,0.082,46,reviewed,us,us
2017-02-27T03:37:45.990Z,27.4259,86.0789,11.23,4.7,mb,,57,0.725,0.62,us,us20008mll,2017-05-24T02:48:09.040Z,"11km N of Ramechhap, Nepal",earthquake,6,3.8,0.059,86,reviewed,us,us
2017-02-27T04:21:41.730Z,27.3706,85.9319,20.28,4.6,mb,,156,0.626,0.69,us,us20008mlv,2017-05-24T02:48:09.040Z,"16km WNW of Ramechhap, Nepal",earthquake,7.5,3.7,0.066,69,reviewed,us,us
2017-07-02T01:58:27.200Z,27.2384,86.1159,10,4.8,mb,,98,5.048,0.82,us,us100095t8,2017-10-03T00:47:44.040Z,"10km SSE of Ramechhap, Nepal",earthquake,8,1.9,0.054,107,reviewed,us,us
2017-08-21T12:03:13.970Z,27.5881,86.1237,10,4.5,mb,,142,4.875,1.03,us,us2000aa5v,2017-11-22T03:43:27.040Z,"29km N of Ramechhap, Nepal",earthquake,7.1,1.8,0.079,47,reviewed,us,us
2017-08-22T00:50:35.830Z,29.3871,81.1558,10,4.6,mb,,64,7.96,0.77,us,us2000aah5,2017-11-22T03:43:28.040Z,"25km NE of Dipayal, Nepal",earthquake,9.1,1.9,0.078,49,reviewed,us,us
2017-11-06T03:09:03.590Z,29.6127,81.2918,10,4.6,mb,,149,8.558,0.5,us,us2000bj36,2018-01-31T03:04:40.040Z,"51km NE of Dipayal, Nepal",earthquake,9.1,1.9,0.09,37,reviewed,us,us
2017-11-07T19:06:41.830Z,30.2645,87.4355,9.83,4.6,mb,,95,3.251,0.99,us,us2000bjyl,2018-01-31T03:04:42.040Z,"117km NNE of Ngamring, China",earthquake,4.3,4.2,0.065,72,reviewed,us,us
2017-12-08T02:51:18.860Z,27.7618,86.1471,10,5,mb,,40,4.781,0.68,us,us2000c1xk,2018-02-28T02:32:32.040Z,"28km SE of Kodari, Nepal",earthquake,8.5,1.8,0.046,151,reviewed,us,us
2018-03-01T17:27:17.180Z,30.362,87.6339,11.41,4.9,mb,,37,2.5,0.72,us,us2000d9t7,2018-05-27T01:06:07.040Z,"114km WSW of Jiajuedibu, China",earthquake,8.1,4.3,0.046,149,reviewed,us,us
2018-06-05T01:34:36.810Z,29.6464,81.6777,10,4.7,mb,,109,8.203,0.51,us,us1000eiq5,2018-08-29T16:33:52.040Z,"64km NW of Jumla, Nepal",earthquake,8.9,1.9,0.047,140,reviewed,us,us
2018-06-28T04:07:47.290Z,27.8919,84.8272,10,4.8,mb,,96,1.757,0.51,us,us2000fpul,2018-09-21T16:25:47.040Z,"45km ENE of Bharatpur, Nepal",earthquake,7.6,1.9,0.048,131,reviewed,us,us
2018-08-01T15:46:23.750Z,30.3493,87.6027,10,5.2,mww,,45,2.48,0.92,us,us2000gj0i,2018-10-16T15:34:18.040Z,"118km WSW of Jiajuedibu, China",earthquake,7.1,1.8,0.086,13,reviewed,us,us
2018-10-22T15:10:05.270Z,30.2176,87.6309,11.42,4.5,mb,,92,2.362,1.05,us,us1000hh32,2019-01-10T17:18:36.040Z,"111km NNW of Jiding, China",earthquake,10.7,3.7,0.171,16,reviewed,us,us
2018-10-31T01:49:29.220Z,30.3789,87.6483,10,4.7,mb,,52,2.52,0.95,us,us2000i4dg,2019-01-21T14:29:40.040Z,"112km WSW of Jiajuedibu, China",earthquake,8.1,1.8,0.053,108,reviewed,us,us
2018-10-31T23:09:01.530Z,30.2891,87.4647,10,5,mb,,63,3.23,0.93,us,us2000i4zp,2019-01-21T14:29:41.040Z,"120km NNE of Ngamring, China",earthquake,7.6,1.7,0.052,119,reviewed,us,us
2018-11-11T07:07:31.800Z,29.9248,80.6472,10,4.5,mb,,109,5.746,0.87,us,us1000hqj0,2019-01-21T16:42:58.040Z,"13km NE of Dharchula, India",earthquake,6,1.9,0.096,32,reviewed,us,us
2018-12-23T19:32:22.060Z,30.4079,87.62,10,5.8,mww,,32,2.54,1.18,us,us2000iws8,2020-07-10T17:20:18.387Z,"113km WSW of Jiajuedibu, China",earthquake,2.6,1.7,0.061,26,reviewed,us,us
2018-12-23T19:36:56.920Z,30.1798,87.4547,10,4.9,mb,,93,2.283,1.21,us,us2000j2x3,2019-02-23T20:23:34.040Z,"108km NNE of Ngamring, China",earthquake,8.9,1.9,0.12,22,reviewed,us,us
2019-01-20T14:28:30.290Z,30.3908,87.6229,9.85,5.2,mb,,37,6.09,0.67,us,us2000j6mf,2019-04-05T21:41:01.040Z,"113km WSW of Jiajuedibu, China",earthquake,7.8,3.2,0.038,233,reviewed,us,us
2019-01-20T15:06:39.170Z,30.3859,87.6754,9.97,4.7,mb,,83,2.533,0.72,us,us2000j6mj,2019-04-05T21:41:01.040Z,"110km WSW of Jiajuedibu, China",earthquake,6.4,3.6,0.067,67,reviewed,us,us
2019-04-12T09:27:50.400Z,30.1742,87.4938,10,4.5,mb,,76,3.188,0.9,us,us700034w6,2019-06-20T19:03:22.040Z,"108km NNE of Ngamring, China",earthquake,6.2,1.8,0.062,77,reviewed,us,us
2019-04-24T00:44:31.986Z,27.7651,85.0667,27.34,4.7,mb,,47,1.556,0.71,us,us70003b3q,2019-07-13T18:42:35.040Z,"22km WNW of Kirtipur, Nepal",earthquake,7,3.7,0.043,165,reviewed,us,us
2019-05-11T18:51:01.960Z,28.8684,81.5715,31.28,4.5,mb,,82,4.703,0.74,us,us70003jv2,2019-08-01T17:15:11.040Z,"13km W of Dailekh, Nepal",earthquake,7.7,3.8,0.062,77,reviewed,us,us
2019-05-17T08:23:37.430Z,27.9487,84.7453,10,4.7,mb,,167,1.828,0.98,us,us70003mg6,2019-08-07T22:03:44.040Z,"42km NE of Bharatpur, Nepal",earthquake,9.1,1.9,0.083,44,reviewed,us,us
2019-05-25T05:17:24.276Z,27.6468,86.3425,10,4.5,mb,,147,4.676,0.64,us,us60003s00,2019-08-13T14:30:35.040Z,"39km S of Zuobude, China",earthquake,9.8,1.9,0.075,52,reviewed,us,us
2019-05-26T01:44:55.302Z,30.3288,87.661,10,4.7,mb,,51,2.475,1.34,us,us60003s91,2019-08-13T14:30:37.040Z,"114km SW of Jiajuedibu, China",earthquake,8.4,1.9,0.06,84,reviewed,us,us
2019-05-26T02:09:27.242Z,30.3347,87.5686,10,4.8,mb,,66,2.458,1.26,us,us60003s9b,2019-08-13T14:30:37.040Z,"121km WSW of Jiajuedibu, China",earthquake,6.9,1.8,0.045,154,reviewed,us,us
2019-06-17T17:58:20.595Z,28.4217,87.173,84.75,4.6,mb,,136,0.56,0.87,us,us600041vn,2019-09-06T14:25:18.040Z,"25km SSE of Xegar, China",earthquake,10.3,9.4,0.09,37,reviewed,us,us
2019-08-27T09:57:51.030Z,28.9012,86.4476,10,4.5,mb,,88,0.992,1.18,us,us70005bgh,2019-11-15T17:18:47.040Z,"68km WNW of Xegar, China",earthquake,4.3,1.9,0.094,33,reviewed,us,us
