time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-02-27T12:53:14.600Z,28.127,87.66,68.1,4.8,mb,76,85.7,,0.73,us,usp000cnh0,2014-11-07T01:21:31.351Z,western Xizang,earthquake,,8.7,,25,reviewed,us,us
2004-03-01T17:41:18.600Z,30.368,80.496,58.6,4.8,mb,52,71.5,,0.8,us,usp000cnuh,2014-11-07T01:21:35.724Z,western Xizang-India border region,earthquake,,14.8,,27,reviewed,us,us
2004-04-03T02:51:10.610Z,29.846,81.118,76.5,4.6,mb,22,178.1,,0.96,us,usp000crhv,2014-11-07T01:21:53.112Z,Nepal,earthquake,,29.5,,5,reviewed,us,us
2004-07-23T01:25:32.600Z,30.175,88.118,11.2,4.8,mb,86,43.9,,1.01,us,usp000d0qg,2014-11-07T01:22:57.120Z,western Xizang,earthquake,,,,31,reviewed,us,us
2004-08-25T02:22:51.380Z,30.366,83.359,33.2,4.5,mb,10,127.3,,0.85,us,usp000d2tx,2014-11-07T01:23:15.721Z,western Xizang,earthquake,,31.7,,3,reviewed,us,us
2004-09-12T08:48:04.910Z,29.502,81.575,11.9,4.5,mb,45,71.2,,1.03,us,usp000d44j,2014-11-07T01:23:28.235Z,Nepal,earthquake,,24.5,,17,reviewed,us,us
2005-01-15T22:32:48.190Z,29.439,80.965,10,4.6,mb,36,42.8,,0.83,us,usp000dddn,2014-11-07T01:24:39.661Z,Nepal-India border region,earthquake,,,,19,reviewed,us,us
2005-01-16T08:43:46.800Z,29.646,80.696,10,4.8,mb,105,58,,0.82,us,usp000ddf1,2014-11-07T01:24:39.790Z,Nepal-India border region,earthquake,,,,46,reviewed,us,us
2005-02-08T03:35:04.840Z,27.738,86.092,10,4.9,mb,99,81.2,,0.86,us,usp000dfpt,2014-11-07T01:24:57.239Z,Nepal,earthquake,,,,63,reviewed,us,us
2005-03-26T20:32:13.420Z,28.259,87.926,70.7,4.7,mwc,159,94.9,,0.73,us,usp000dk47,2016-11-10T01:03:24.491Z,western Xizang,earthquake,,9.4,,,reviewed,us,hrv
2005-04-07T21:42:09.020Z,30.323,83.756,10,5.1,mb,49,63.5,,1.21,us,usp000dmhz,2014-11-07T01:25:30.902Z,western Xizang,earthquake,,,,34,reviewed,us,us
2005-04-10T05:59:43.520Z,30.356,83.699,55.8,4.6,mb,39,62.8,,0.76,us,usp000dmt5,2014-11-07T01:25:31.909Z,western Xizang,earthquake,,7.4,,11,reviewed,us,us
2005-06-14T14:23:18.470Z,27.205,87.92,44.4,4.6,mb,48,70.4,,0.89,us,usp000dsz4,2014-11-07T01:26:12.404Z,Nepal,earthquake,,5.6,,10,reviewed,us,us
2005-08-28T13:14:08.270Z,27.636,87.419,38.8,4.8,mb,101,52.5,,0.86,us,usp000dy7b,2014-11-07T01:26:53.925Z,Nepal,earthquake,,5.1,,37,reviewed,us,us
2005-10-25T01:51:26.540Z,30.146,81.208,49.9,4.9,mb,80,90,,0.7,us,usp000e2sv,2014-11-07T01:27:28.601Z,western Xizang,earthquake,,6.4,,33,reviewed,us,us
2005-10-29T23:32:10.440Z,29.525,81.577,48.5,4.6,mb,37,94.2,,0.85,us,usp000e346,2014-11-07T01:27:30.377Z,Nepal,earthquake,,9.5,,8,reviewed,us,us
2005-10-31T05:51:16.370Z,29.731,81.857,47.1,4.7,mwc,95,59.1,,0.74,us,usp000e36n,2016-11-10T01:13:56.384Z,Nepal,earthquake,,5.5,,,reviewed,us,hrv
2005-10-31T21:47:56.070Z,28.39,84.863,10,4.7,mwc,128,36,,0.79,us,usp000e38d,2016-11-10T01:13:58.553Z,Nepal,earthquake,,0,,,reviewed,us,hrv
2005-11-06T01:36:56.670Z,29.731,81.868,49.5,5,mb,98,47.8,,0.61,us,usp000e3kt,2014-11-07T01:27:36.510Z,Nepal,earthquake,,,,46,reviewed,us,us
2005-12-10T05:39:33.640Z,29.172,82.344,10,4.6,ml,18,116.6,,1.3,us,usp000e5wn,2014-11-07T01:27:52.395Z,Nepal,earthquake,,0,,,reviewed,us,dmn
2005-12-12T17:34:14.660Z,29.278,82.021,35,4.7,mb,36,78.5,,0.99,us,usp000e61h,2014-11-07T01:27:53.117Z,Nepal,earthquake,,,,7,reviewed,us,us
2006-02-01T22:24:15.920Z,30.288,80.483,50.6,4.7,mwc,150,61.4,,0.96,us,usp000e99p,2016-11-10T01:17:12.538Z,western Xizang-India border region,earthquake,,7.6,,,reviewed,us,hrv
2006-02-03T01:57:47.220Z,27.245,86.383,14.3,4.7,mwc,190,61.2,,0.65,us,usp000e9c4,2016-11-10T01:17:15.148Z,Nepal,earthquake,,3.1,,,reviewed,us,hrv
2006-02-14T19:17:33.260Z,30.265,80.528,62.5,4.5,mb,48,95.5,,1.06,us,usp000ea2m,2014-11-07T01:28:18.517Z,western Xizang-India border region,earthquake,,10.1,,17,reviewed,us,us
2006-05-05T08:00:28.780Z,29.504,80.998,17.6,5,mb,111,100.5,,0.74,us,usp000egaz,2014-11-07T01:29:03.307Z,Nepal-India border region,earthquake,,,,68,reviewed,us,us
2006-08-05T07:33:02.490Z,29.887,80.098,10,4.5,mb,61,57.1,,0.87,us,usp000eq9d,2014-11-07T01:29:54.485Z,Nepal-India border region,earthquake,,,,19,reviewed,us,us
2006-08-30T18:25:00.600Z,29.052,83.602,10,4.5,ml,23,74.9,,,us,usp000es41,2014-11-07T01:30:03.357Z,Xizang-Nepal border region,earthquake,,,,,reviewed,dmn,dmn
2006-09-19T06:56:44.570Z,29.49,81.569,27.7,4.7,mb,103,97.6,,0.74,us,usp000etd4,2014-11-07T01:30:15.079Z,Nepal,earthquake,,18.9,,41,reviewed,us,us
2006-09-26T04:04:20.120Z,29.76,80.521,6.6,4.7,mb,47,84.7,,0.8,us,usp000etue,2014-11-07T01:30:16.842Z,Nepal-India border region,earthquake,,20.2,,12,reviewed,us,us
2007-02-15T19:09:39.030Z,29.567,81.451,18.7,4.5,mb,68,146.1,,0.99,us,usp000f4xq,2014-11-07T01:31:38.221Z,Nepal,earthquake,,21.4,,16,reviewed,us,us
2007-03-10T13:25:47.160Z,29.44,81.144,5.8,4.6,mb,55,61.5,,0.95,us,usp000f6ek,2014-11-07T01:31:50.978Z,Nepal,earthquake,,17.1,,16,reviewed,us,us
2007-05-18T12:40:01.190Z,27.276,88.147,15.4,4.7,mb,83,70.7,,1.04,us,usp000fc7u,2014-11-07T01:32:29.290Z,"Sikkim, India",earthquake,,18.2,,40,reviewed,us,us
2007-05-20T14:18:21.330Z,27.334,88.236,42.8,4.9,mwc,167,76.7,,0.94,us,usp000fccm,2016-11-10T01:40:18.865Z,"Sikkim, India",earthquake,,11.4,,,reviewed,us,gcmt
2007-08-01T15:17:52.780Z,29.213,82.196,10,4.5,mb,43,64.2,,1.22,us,usp000fhm3,2014-11-07T01:33:08.950Z,Nepal,earthquake,,,,5,reviewed,us,us
2007-08-11T14:35:54.820Z,27.344,87.737,35,5,mb,162,77.5,,0.73,us,usp000fjdy,2015-03-24T02:32:22.787Z,Nepal,earthquake,,,,73,reviewed,us,us
2007-10-29T09:49:21.150Z,27.945,85.38,16.1,4.7,mb,58,59.1,,0.96,us,usp000frhm,2015-03-24T02:07:44.773Z,Nepal,earthquake,,3.9,,18,reviewed,us,us
2008-03-17T18:55:51.300Z,29.76,81.531,10,4.7,ml,26,132.7,,,us,usp000g1ps,2014-11-07T01:35:16.324Z,Nepal,earthquake,,,,,reviewed,dmn,dmn
2008-06-15T03:27:15.450Z,29.459,81.083,29,4.6,mb,130,59.6,,0.73,us,usp000g9pk,2014-11-07T01:36:21.547Z,Nepal,earthquake,,8.2,,60,reviewed,us,us
2008-09-04T12:53:11.290Z,30.279,80.349,10,5,mwc,176,48.2,,0.9,us,usp000ggda,2016-11-10T02:01:14.246Z,western Xizang-India border region,earthquake,,,,,reviewed,us,gcmt
2008-11-17T23:52:18.360Z,29.19,88.226,11.6,4.6,mb,49,75.1,,0.86,us,usp000gnya,2014-11-07T01:37:45.504Z,western Xizang,earthquake,,18,,11,reviewed,us,us
2008-11-18T05:29:22.970Z,30.254,83.766,34.8,4.5,mb,44,105.6,,1.03,us,usp000gnz0,2014-11-07T01:37:45.686Z,western Xizang,earthquake,,18.2,,17,reviewed,us,us
2008-12-02T05:11:42.030Z,27.373,88.051,24.7,5.2,mb,103,93.6,,0.82,us,usp000gpsw,2014-11-07T01:37:52.109Z,"Sikkim, India",earthquake,,5.4,,35,reviewed,us,us
2008-12-08T08:59:11.320Z,29.948,82.051,35.6,5.3,mwc,208,24.2,,0.82,us,usp000gq68,2016-11-10T02:05:07.490Z,Nepal,earthquake,,3.6,,,reviewed,us,gcmt
2009-11-07T20:08:46.290Z,29.49,86.008,5.7,5.5,mwc,244,17.8,,0.8,us,usp000h3uf,2020-09-21T16:21:41.576Z,western Xizang,earthquake,,10.1,,,reviewed,us,gcmt
2010-01-11T05:15:16.160Z,29.744,80.557,35,4.7,mb,27,84.6,,1.09,us,usp000h5y8,2014-11-07T01:40:26.418Z,Nepal-India border region,earthquake,,0,,4,reviewed,us,us
2010-02-26T04:42:39.350Z,28.474,86.745,89.1,5.1,mwc,209,29.6,,0.79,us,usp000h7q0,2016-11-10T02:24:42.475Z,western Xizang,earthquake,,,,,reviewed,us,gcmt
2010-06-13T14:31:51.860Z,29.587,81.446,19,4.7,mb,86,37,,0.76,us,usp000hdy1,2014-11-07T01:41:40.842Z,Nepal,earthquake,,14.7,,21,reviewed,us,us
2010-06-13T14:37:56.580Z,29.547,81.486,10,4.6,mb,30,146.1,,1.12,us,usp000hdy2,2014-11-07T01:41:40.848Z,Nepal,earthquake,,,,4,reviewed,us,us
2010-06-22T23:14:10.840Z,29.872,80.428,16.3,5.2,mb,174,48.2,,0.95,us,usp000hed7,2020-09-21T16:52:22.657Z,Nepal-India border region,earthquake,,10.2,,87,reviewed,us,us
2010-07-04T02:35:59.130Z,29.854,80.375,11.6,4.7,mb,78,80.5,,0.93,us,usp000hevm,2014-11-07T01:41:50.313Z,Nepal-India border region,earthquake,,17.5,,36,reviewed,us,us
2010-07-06T19:08:25.870Z,29.841,80.397,32.8,5,mwc,133,47.5,,0.8,us,usp000hez9,2020-07-08T02:26:50.082Z,Nepal-India border region,earthquake,,11.8,,,reviewed,us,gcmt
2010-07-10T10:15:45.190Z,29.318,86.981,42.3,4.6,mb,57,51.4,,0.99,us,usp000hf3r,2014-11-07T01:41:51.920Z,western Xizang,earthquake,,9.4,,21,reviewed,us,us
2010-10-17T20:11:18.460Z,28.487,85.677,41.1,4.9,mb,100,47.9,,0.93,us,usp000hn7q,2015-03-24T01:12:50.502Z,Xizang-Nepal border region,earthquake,,8.4,,36,reviewed,us,us
2011-02-13T17:51:21.560Z,27.388,86.941,28.6,4.5,mb,55,116.7,,1.13,us,usp000hufh,2014-11-07T01:43:39.998Z,Nepal,earthquake,,15.9,,21,reviewed,us,us
2011-04-04T11:31:43.050Z,29.698,80.754,26.1,5.3,mwb,278,31.1,,0.92,us,usp000hz8k,2020-09-21T17:27:22.770Z,Nepal-India border region,earthquake,,7.7,,,reviewed,us,us
2011-05-04T20:57:19.260Z,30.323,80.433,25.4,4.6,mb,61,95.8,,0.93,us,usp000j10a,2014-11-07T01:44:44.949Z,western Xizang-India border region,earthquake,,18.1,,19,reviewed,us,us
2011-05-24T12:52:00.090Z,30.042,85.391,41.4,4.5,mb,35,145.1,,0.81,us,usp000j24y,2014-11-07T01:44:54.744Z,western Xizang,earthquake,,8.6,,14,reviewed,us,us
2011-06-03T00:53:27.280Z,27.529,88.019,45.7,5,mb,118,33.7,,0.99,us,usp000j2m5,2015-03-24T02:12:34.320Z,"Sikkim, India",earthquake,,,,48,reviewed,us,us
2011-09-18T12:40:51.830Z,27.73,88.155,50,6.9,mww,383,13,,0.96,us,usp000j88b,2020-09-21T17:45:24.699Z,"Sikkim, India",earthquake,,,,,reviewed,us,us
2012-06-09T07:54:11.100Z,28.4,84.126,20.1,4.8,mb,148,45.8,,0.92,us,usp000jmhz,2015-03-24T02:15:40.582Z,Nepal,earthquake,,10.7,,80,reviewed,us,us
2012-06-11T04:35:59.960Z,27.306,88.13,51.5,4.5,mb,74,97.6,,0.75,us,usp000jmm9,2014-11-07T01:48:03.155Z,"Sikkim, India",earthquake,,9.1,,17,reviewed,us,us
2012-07-03T19:11:40.860Z,29.914,88.011,10,4.9,mb,136,74.9,,0.84,us,usp000jnjh,2014-11-07T01:48:15.719Z,western Xizang,earthquake,,,,68,reviewed,us,us
2012-07-22T16:44:20.410Z,29.951,88.041,29.4,4.9,mb,92,116.5,,0.83,us,usp000jpau,2014-11-07T01:48:22.819Z,western Xizang,earthquake,,10.4,,47,reviewed,us,us
2012-07-28T05:48:07.330Z,29.921,80.647,16.5,4.6,mb,99,80.2,,0.82,us,usp000jphu,2014-11-07T01:48:24.582Z,Nepal-India border region,earthquake,,11.9,,42,reviewed,us,us
2012-07-31T11:50:52.310Z,28.742,82.455,10,4.5,mb,68,97.8,,0.88,us,usp000jppc,2014-11-07T01:48:25.488Z,Nepal,earthquake,,,,15,reviewed,us,us
2012-08-01T19:50:01.040Z,29.972,85.344,10,4.5,mb,11,145.1,,1.15,us,usp000jpr8,2014-11-07T01:48:28.082Z,western Xizang,earthquake,,,,2,reviewed,us,us
2012-08-09T13:12:04.910Z,28.456,86.74,70.2,4.7,mb,108,82.7,,0.93,us,usp000jq3d,2014-11-07T01:48:32.441Z,western Xizang,earthquake,,7,,21,reviewed,us,us
2012-08-23T16:30:21.790Z,28.47,82.69,28.4,5,mb,249,26.1,,0.91,us,usp000jqn6,2015-03-24T01:32:15.491Z,Nepal,earthquake,,12.1,,141,reviewed,us,us
2012-08-28T08:31:24.490Z,28.848,82.022,10,4.6,mb,31,93,,1.14,us,usp000jqz7,2014-11-07T01:48:38.608Z,Nepal,earthquake,,,,12,reviewed,us,us
2012-11-05T13:08:00.030Z,28.447,86.187,77.8,4.5,mb,71,38.9,,1.04,us,usp000jv2d,2015-03-24T01:47:47.524Z,western Xizang,earthquake,,,,26,reviewed,us,us
2012-11-11T18:39:23.680Z,29.46,81.479,37.1,4.8,mb,87,46.1,,1.11,us,usp000jvda,2015-03-24T02:29:52.458Z,Nepal,earthquake,,6.2,,14,reviewed,us,us
2012-11-30T19:39:30.580Z,27.22,88.2,25,4.7,mb,84,116.4,,0.92,us,usp000jw9j,2015-03-24T02:15:46.918Z,"Sikkim, India",earthquake,,11.3,,30,reviewed,us,us
2013-01-02T17:42:16.670Z,29.368,81.199,10,4.7,mb,87,56.6,,1.01,us,usc000eif1,2014-11-07T01:49:44.723Z,"31km ENE of Dipayal, Nepal",earthquake,,,,26,reviewed,us,us
2013-01-09T07:44:17.110Z,29.694,81.711,15.3,5,mb,195,33.9,,0.98,us,usp000jy41,2014-11-07T01:49:48.129Z,Nepal,earthquake,,9.4,,91,reviewed,us,us
2013-01-17T20:59:51.070Z,29.412,81.429,39.1,4.5,mb,14,172.8,,1.48,us,usp000jyhf,2014-11-07T01:49:51.134Z,Nepal,earthquake,,17.2,,1,reviewed,us,us
2013-03-06T16:49:46.540Z,28.758,82.294,10,5,mb,135,70.8,,0.89,us,us2013mka1,2014-11-07T01:50:18.400Z,"43km NNE of Salyan, Nepal",earthquake,,,,63,reviewed,us,us
2013-04-06T18:36:44.250Z,30.039,88.051,35,4.6,mb,74,48,,1.06,us,usb000g1eh,2014-11-07T01:50:31.425Z,"76km NNW of Jiding, China",earthquake,,6.2,,56,reviewed,us,us
2013-06-28T11:40:49.440Z,28.655,82.279,24.8,5,mb,137,35,,0.54,us,usb000i2gf,2015-01-31T02:44:49.396Z,"42km NNE of Salyan, Nepal",earthquake,,4.4,,115,reviewed,us,us
2013-07-15T19:39:44.060Z,28.383,87.599,52.5,4.7,mb,74,75,,1.01,us,usp000k21s,2014-11-07T01:51:16.621Z,western Xizang,earthquake,,5.4,,56,reviewed,us,us
2013-08-30T17:48:42.980Z,28.1613,85.8966,54.65,4.9,mb,,37,0.681,1.09,us,usb000jdvj,2015-01-28T13:59:45.139Z,"6km W of Chongdui, China",earthquake,,5,0.049,,reviewed,us,us
2014-06-07T06:40:52.840Z,30.2645,81.6031,27.1,4.5,mb,,88,7.844,1.09,us,usc000rity,2014-08-30T17:03:01.000Z,western Xizang,earthquake,,4.4,0.18,9,reviewed,us,us
2014-08-03T05:57:30.560Z,29.2757,85.4967,10,5.2,mb,,38,4.926,0.61,us,usb000rzm0,2014-10-29T19:52:58.000Z,"26km ESE of Saga, China",earthquake,,1.7,0.041,199,reviewed,us,us
2014-12-18T15:32:12.950Z,27.7395,86.3702,33.6,5,mb,,40,4.612,0.84,us,usc000t7wj,2015-04-25T11:47:01.578Z,"29km SSE of Zuobude, China",earthquake,7.2,4.3,0.054,110,reviewed,us,us
2014-12-26T07:08:09.590Z,28.5278,87.3541,57.27,4.9,mb,,62,3.502,0.84,us,usc000ta1g,2015-03-17T02:37:13.040Z,"28km ESE of Xegar, China",earthquake,8.6,5.3,0.061,87,reviewed,us,us
2015-01-31T13:59:45.250Z,28.2987,83.9732,32.41,4.8,mb,,96,6.419,0.82,us,usc000tkl8,2015-05-02T14:06:12.040Z,"3km N of Pokhara, Nepal",earthquake,9.7,5.3,0.08,54,reviewed,us,us
2015-04-02T00:56:38.960Z,28.7007,86.3309,57.33,4.6,mb,,75,4.31,0.54,us,us10001szi,2015-06-16T01:00:22.040Z,"70km NNE of Chongdui, China",earthquake,8.6,6.6,0.062,77,reviewed,us,us
2015-04-21T14:02:15.550Z,28.8947,82.3938,10,5,mb,,35,7.668,0.7,us,us2000281p,2015-06-26T23:16:00.040Z,"46km SSE of Jumla, Nepal",earthquake,7.9,1.8,0.045,162,reviewed,us,us
2015-04-25T06:11:25.950Z,28.2305,84.7314,8.22,7.8,mww,,12,1.857,0.96,us,us20002926,2020-08-15T00:14:46.389Z,"36km E of Khudi, Nepal",earthquake,7.3,2.9,,,reviewed,us,us
2015-04-25T06:15:22.910Z,27.6285,85.5398,10,6.1,mb,,43,1.173,1.02,us,us20002bi4,2020-07-10T16:09:09.237Z,"1km E of Banepa, Nepal",earthquake,8,1.8,0.089,48,reviewed,us,us
2015-04-25T06:18:10.870Z,27.6857,86.0213,10,5.6,mb,,42,0.751,0.76,us,us20002bi0,2020-07-10T16:08:58.894Z,"30km SSE of Kodari, Nepal",earthquake,7.4,1.9,0.109,30,reviewed,us,us
2015-04-25T06:20:40.340Z,28.2046,84.492,10,5.4,mb,,151,2.064,0.88,us,us20002bi6,2015-07-03T00:23:39.040Z,"12km E of Lamjung, Nepal",earthquake,4.3,1.9,0.13,20,reviewed,us,us
2015-04-25T06:22:02.750Z,27.8006,85.1141,10,5.1,mb,,99,1.511,0.86,us,us20002bhs,2015-07-03T00:23:39.040Z,"20km NW of Kirtipur, Nepal",earthquake,7.8,1.5,0.131,19,reviewed,us,us
2015-04-25T06:25:55.260Z,27.687,85.5854,10,5,mb,,58,1.119,0.63,us,us20002bfk,2015-07-03T00:23:39.040Z,"7km ESE of Nagarkot, Nepal",earthquake,8.3,1.8,0.075,57,reviewed,us,us
2015-04-25T06:28:05.780Z,27.7006,85.5043,10,4.8,mb,,75,1.186,0.96,us,us20002bf2,2015-07-03T00:23:39.040Z,"2km SW of Nagarkot, Nepal",earthquake,7.9,1.8,0.087,41,reviewed,us,us
2015-04-25T06:29:46.130Z,27.8478,85.0717,10,4.7,mb,,98,1.543,0.58,us,us20002bfi,2015-07-03T00:23:39.040Z,"27km NW of Kirtipur, Nepal",earthquake,8.4,1.9,0.159,12,reviewed,us,us
2015-04-25T06:32:48.870Z,27.7244,85.9479,10,4.6,mb,,128,0.799,1.07,us,us20002bfx,2015-07-03T00:23:39.040Z,"25km S of Kodari, Nepal",earthquake,8,1.9,0.126,19,reviewed,us,us
2015-04-25T06:37:58.690Z,27.7435,85.8302,10,5.1,mb,,76,0.895,0.65,us,us2000292w,2015-07-03T00:23:39.040Z,"25km SSW of Kodari, Nepal",earthquake,4.2,1.8,0.057,101,reviewed,us,us
2015-04-25T06:44:39.040Z,27.5862,85.5012,10,4.6,mb,,117,1.219,1.14,us,us20002bim,2015-07-03T00:23:39.040Z,"1km WNW of Panaoti, Nepal",earthquake,5,1.9,0.114,23,reviewed,us,us
2015-04-25T06:45:21.320Z,28.2244,84.8216,10,6.6,mww,,16,1.778,0.64,us,us2000292y,2020-07-10T16:06:17.489Z,"44km E of Lamjung, Nepal",earthquake,7.4,1.7,,,reviewed,us,us
2015-04-25T06:53:42.750Z,27.672,85.2009,10,5,mb,,42,1.455,0.65,us,us20002bf3,2015-07-03T00:23:39.040Z,"7km W of Kirtipur, Nepal",earthquake,8,1.8,0.095,35,reviewed,us,us
2015-04-25T06:56:33.860Z,27.8822,85.7505,10,5.5,mb,,39,0.942,0.65,us,us20002934,2020-07-10T16:06:32.346Z,"20km WSW of Kodari, Nepal",earthquake,3,1.8,0.053,123,reviewed,us,us
2015-04-25T06:58:27.570Z,27.7219,86.0061,10,5.1,mb,,76,0.751,0.55,us,us20002bfz,2015-07-03T00:23:39.040Z,"26km SSE of Kodari, Nepal",earthquake,6.8,1.8,0.077,55,reviewed,us,us
2015-04-25T07:07:59.920Z,27.7879,85.914,10,4.9,mb,,57,0.812,0.73,us,us20002939,2015-07-03T00:23:39.040Z,"18km S of Kodari, Nepal",earthquake,6,1.8,0.054,108,reviewed,us,us
2015-04-25T07:13:44.150Z,27.615,85.7307,10,4.8,mb,,105,1.017,0.72,us,us2000293i,2015-07-03T00:23:39.040Z,"20km E of Banepa, Nepal",earthquake,6.4,1.5,0.07,63,reviewed,us,us
2015-04-25T07:16:55.060Z,27.8818,85.6791,10,4.7,mb,,81,1.005,0.85,us,us2000293d,2015-07-03T00:23:39.040Z,"24km NE of Nagarkot, Nepal",earthquake,3.1,1.8,0.064,75,reviewed,us,us
2015-04-25T07:39:33.970Z,27.6821,85.7383,10,4.5,mb,,99,0.989,0.66,us,us2000293l,2015-07-03T00:23:39.040Z,"21km E of Nagarkot, Nepal",earthquake,6.5,1.3,0.076,51,reviewed,us,us
2015-04-25T07:47:01.480Z,27.8172,85.5955,10,5,mb,,79,1.085,0.59,us,us2000293p,2015-07-03T00:23:39.040Z,"13km NNE of Nagarkot, Nepal",earthquake,6.9,1.8,0.052,118,reviewed,us,us
2015-04-25T08:05:37.950Z,27.8132,85.7943,10,4.6,mb,,104,0.912,0.75,us,us2000293v,2015-07-03T00:23:39.040Z,"21km SW of Kodari, Nepal",earthquake,5.6,1.4,0.058,90,reviewed,us,us
2015-04-25T08:16:59.230Z,27.7014,85.7563,10,4.9,mb,,76,0.969,0.55,us,us20002942,2015-07-03T00:23:39.040Z,"23km E of Nagarkot, Nepal",earthquake,6.2,1.8,0.051,123,reviewed,us,us
2015-04-25T08:20:11.160Z,27.8549,85.7931,10,4.7,mb,,82,0.907,0.72,us,us20002944,2015-07-03T00:23:39.040Z,"18km SW of Kodari, Nepal",earthquake,4.2,1.8,0.063,76,reviewed,us,us
2015-04-25T08:20:48.800Z,27.6429,85.16,10,4.9,mb,,69,1.496,0.79,us,us20002bfd,2015-07-03T00:23:39.040Z,"12km WSW of Kirtipur, Nepal",earthquake,7.2,1.8,0.057,96,reviewed,us,us
2015-04-25T08:22:47.620Z,27.8166,85.5666,10,4.6,mb,,149,1.111,0.66,us,us20002bik,2015-07-03T00:23:39.040Z,"12km NNE of Nagarkot, Nepal",earthquake,8.6,1.9,0.1,30,reviewed,us,us
2015-04-25T08:29:24.560Z,27.9351,84.6218,10,5,mb,,99,1.937,0.68,us,us20002946,2015-07-03T00:23:39.040Z,"33km NNE of Bharatpur, Nepal",earthquake,8.2,1.8,0.05,129,reviewed,us,us
2015-04-25T08:31:32.430Z,27.6708,85.9539,10,4.6,mb,,166,0.812,0.78,us,us20002bgc,2015-07-03T00:23:39.040Z,"31km S of Kodari, Nepal",earthquake,7.2,1.9,0.107,26,reviewed,us,us
2015-04-25T08:55:55.960Z,27.5866,85.5058,10,5.3,mb,,41,1.215,0.8,us,us2000294d,2015-07-03T00:23:39.040Z,"0km NW of Panaoti, Nepal",earthquake,6.6,1.8,0.045,168,reviewed,us,us
2015-04-25T09:03:14.960Z,27.8743,85.3426,10,4.8,mb,,82,1.302,0.61,us,us2000294e,2015-07-03T00:23:39.040Z,"19km N of Kathmandu, Nepal",earthquake,7.3,1.8,0.055,102,reviewed,us,us
2015-04-25T09:17:02.310Z,28.3902,87.3173,10,5.7,mb,,22,0.619,0.7,us,us2000294g,2020-07-10T16:06:42.582Z,"35km SE of Xegar, China",earthquake,5.8,1.4,0.033,328,reviewed,us,us
2015-04-25T09:22:36.900Z,27.7192,85.7503,10,4.7,mb,,50,0.969,0.81,us,us20002bg6,2015-07-03T00:23:39.040Z,"22km E of Nagarkot, Nepal",earthquake,5.3,1.9,0.088,39,reviewed,us,us
2015-04-25T09:30:29.690Z,27.9945,85.5209,10,4.9,mb,,42,1.142,0.68,us,us2000294i,2015-07-03T00:23:40.040Z,"30km N of Nagarkot, Nepal",earthquake,6.8,1.8,0.043,173,reviewed,us,us
2015-04-25T10:40:35.550Z,27.6033,85.9565,10,4.8,mb,,43,0.836,0.81,us,us2000294x,2015-07-03T00:23:40.040Z,"33km NNW of Ramechhap, Nepal",earthquake,5.9,1.9,0.047,141,reviewed,us,us
2015-04-25T10:53:43.530Z,27.8061,85.8842,10,4.6,mb,,52,0.835,0.75,us,us2000294y,2015-07-03T00:23:40.040Z,"17km SSW of Kodari, Nepal",earthquake,6,1.9,0.065,70,reviewed,us,us
2015-04-25T11:23:47.560Z,27.6483,85.4309,10,4.5,mb,,46,1.261,0.68,us,us20002bgs,2015-07-03T00:23:40.040Z,"2km S of Bhaktapur, Nepal",earthquake,8,1.9,0.096,32,reviewed,us,us
2015-04-25T12:17:54.790Z,27.9261,85.449,10,4.5,mb,,79,1.206,0.88,us,us2000295f,2015-07-03T00:23:40.040Z,"24km NNW of Nagarkot, Nepal",earthquake,7.6,1.9,0.069,61,reviewed,us,us
2015-04-25T12:44:05.170Z,28.0979,84.5594,10,5.2,mb,,39,1.995,0.91,us,us2000295i,2015-07-03T00:23:40.040Z,"22km ESE of Lamjung, Nepal",earthquake,4,1.8,0.038,234,reviewed,us,us
2015-04-25T13:30:28.030Z,28.0768,85.0378,10,4.6,mb,,86,1.572,1.22,us,us2000295v,2015-07-03T00:23:40.040Z,"49km NNW of Kirtipur, Nepal",earthquake,7.8,1.9,0.084,42,reviewed,us,us
2015-04-25T13:36:14.620Z,27.7266,85.9826,10,4.7,mb,,166,0.769,0.98,us,us2000295x,2015-07-03T00:23:40.040Z,"25km S of Kodari, Nepal",earthquake,3.2,1.9,0.079,48,reviewed,us,us
2015-04-25T14:10:03.730Z,27.7109,85.8748,10,4.6,mb,,72,0.865,0.78,us,us20002965,2015-07-03T00:23:40.040Z,"27km SSW of Kodari, Nepal",earthquake,5.5,1.7,0.077,50,reviewed,us,us
2015-04-25T16:27:21.660Z,27.8695,85.6359,10,4.9,mb,,76,1.044,0.89,us,us20002970,2015-07-03T00:23:40.040Z,"20km NNE of Nagarkot, Nepal",earthquake,3.2,1.8,0.047,143,reviewed,us,us
2015-04-25T17:42:50.910Z,28.238,85.829,10,5.1,mwr,,31,0.911,0.99,us,us2000297g,2015-07-03T00:23:40.040Z,"16km NW of Chongdui, China",earthquake,5.7,1.7,0.11,8,reviewed,us,us
2015-04-25T17:46:17.590Z,28.2139,86.1072,35.26,4.5,mb,,182,0.672,1.33,us,us20002bir,2015-07-03T00:23:40.040Z,"15km ENE of Chongdui, China",earthquake,13,17.1,0.272,5,reviewed,us,us
